,id,class,cap_shape,cap_surface,cap_color,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,bruises
2485,5468,poisonous,flat,smooth,red,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood,No presenta
2486,5755,poisonous,flat,scaly,brown,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,No presenta
2487,709,poisonous,convex,scaly,white,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban,Bruises
2488,2300,edible,convex,scaly,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,Bruises
2489,101,edible,convex,scaly,yellow,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,grasses,Bruises
2490,686,edible,flat,scaly,yellow,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,paths,Bruises
2491,291,edible,bell,scaly,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
2492,1096,edible,bell,scaly,yellow,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
2493,4996,edible,convex,fibrous,brown,null,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves,No presenta
2494,5618,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,No presenta
2495,2491,edible,convex,scaly,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,wood,Bruises
2496,5720,poisonous,convex,smooth,red,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
2497,2499,edible,convex,scaly,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,wood,Bruises
2498,2174,edible,convex,fibrous,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
2499,2934,poisonous,convex,fibrous,pink,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,wood,No presenta
2500,4731,edible,convex,scaly,buff,null,free,close,broad,white,enlarging,?,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste,Bruises
2501,223,edible,convex,fibrous,green,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,urban,No presenta
2502,60,edible,flat,smooth,brown,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
2503,369,edible,convex,smooth,white,null,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
2504,1345,edible,flat,smooth,green,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
2505,628,edible,convex,smooth,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
2506,2782,edible,flat,fibrous,brown,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,wood,Bruises
2507,495,edible,convex,fibrous,white,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,several,wood,Bruises
2508,6450,edible,convex,smooth,brown,null,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves,No presenta
2509,2813,edible,convex,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,wood,Bruises
2510,1362,edible,convex,smooth,white,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
2511,6443,edible,knobbed,fibrous,green,null,free,crowded,broad,gray,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
2512,492,edible,flat,fibrous,green,null,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,No presenta
2513,6263,poisonous,convex,scaly,brown,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,null,null,white,clustered,wood,No presenta
2514,5711,edible,knobbed,fibrous,white,null,free,crowded,broad,pink,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
2515,3692,poisonous,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,wood,No presenta
2516,4155,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,paths,No presenta
2517,5278,poisonous,convex,smooth,red,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,No presenta
2518,3323,edible,flat,scaly,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,wood,Bruises
2519,5339,poisonous,convex,scaly,red,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,one,evanescent,white,several,wood,No presenta
2520,2040,edible,convex,scaly,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,wood,Bruises
2521,338,edible,convex,fibrous,brown,null,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,urban,No presenta
2522,6007,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood,No presenta
2523,381,edible,flat,scaly,brown,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
2524,2381,edible,convex,smooth,white,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
2525,794,edible,convex,scaly,brown,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,paths,Bruises
2526,5187,poisonous,flat,smooth,brown,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,No presenta
2527,5221,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,No presenta
2528,1586,edible,convex,smooth,white,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
2529,5423,poisonous,convex,smooth,brown,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,No presenta
2530,6560,edible,knobbed,smooth,brown,null,attached,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves,No presenta
2531,2703,edible,flat,fibrous,brown,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
2532,3130,edible,flat,scaly,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
2533,3598,edible,flat,scaly,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood,Bruises
2534,1000,edible,convex,fibrous,green,null,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,urban,No presenta
2535,5586,poisonous,flat,smooth,brown,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,No presenta
2536,3092,edible,flat,scaly,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
2537,1615,edible,convex,fibrous,green,null,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
2538,4821,poisonous,flat,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses,No presenta
2539,40,edible,convex,smooth,yellow,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,Bruises
2540,452,edible,bell,scaly,yellow,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses,Bruises
2541,973,edible,convex,smooth,white,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
2542,6200,edible,convex,fibrous,white,null,free,crowded,broad,white,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
2543,340,edible,flat,scaly,brown,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths,Bruises
2544,109,edible,convex,scaly,yellow,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
2545,1908,poisonous,flat,scaly,white,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,Bruises
2546,2347,edible,convex,fibrous,green,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
2547,3015,edible,flat,scaly,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,Bruises
2548,858,edible,convex,scaly,yellow,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths,Bruises
2549,2614,edible,convex,scaly,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
2550,5680,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves,No presenta
2551,2025,edible,convex,scaly,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,wood,Bruises
2552,3678,edible,flat,fibrous,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
2553,5066,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,one,evanescent,white,several,wood,No presenta
2554,3574,edible,flat,fibrous,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,Bruises
2555,2293,edible,convex,scaly,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
2556,5049,poisonous,convex,scaly,brown,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,No presenta
2557,3515,edible,flat,scaly,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,wood,Bruises
2558,1836,edible,convex,fibrous,brown,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
2559,727,edible,bell,scaly,yellow,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
2560,654,edible,convex,scaly,brown,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,grasses,Bruises
2561,582,edible,flat,scaly,brown,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths,Bruises
2562,2009,edible,convex,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,wood,Bruises
2563,1623,poisonous,flat,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
2564,691,edible,bell,scaly,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows,Bruises
2565,3619,edible,convex,scaly,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,Bruises
2566,6368,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,No presenta
2567,274,edible,bell,scaly,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,Bruises
2568,3057,edible,flat,fibrous,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,Bruises
2569,5190,edible,bell,fibrous,green,null,free,crowded,broad,pink,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
2570,3748,edible,flat,fibrous,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,wood,Bruises
2571,5616,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood,No presenta
2572,1573,edible,convex,smooth,white,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
2573,2368,edible,convex,scaly,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,wood,Bruises
2574,4663,edible,convex,fibrous,cinnamon,null,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,leaves,No presenta
2575,6102,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood,No presenta
2576,5768,poisonous,flat,scaly,brown,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
2577,4915,edible,flat,scaly,red,null,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste,Bruises
2578,5904,poisonous,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,wood,No presenta
2579,2521,edible,flat,scaly,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood,Bruises
2580,2930,edible,flat,scaly,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
2581,4883,poisonous,flat,smooth,buff,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban,Bruises
2582,978,edible,flat,fibrous,green,null,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
2583,6072,edible,bell,smooth,green,null,free,crowded,broad,gray,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
2584,3721,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,grasses,No presenta
2585,2496,edible,flat,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood,Bruises
2586,5209,poisonous,flat,scaly,brown,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,No presenta
2587,5484,poisonous,convex,smooth,brown,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,No presenta
2588,642,edible,bell,smooth,yellow,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,Bruises
2589,2643,edible,flat,fibrous,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,wood,Bruises
2590,5395,poisonous,convex,smooth,red,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,No presenta
2591,6173,edible,bell,smooth,white,null,free,crowded,broad,gray,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
2592,3294,edible,flat,fibrous,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,wood,Bruises
2593,1134,edible,flat,fibrous,brown,null,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,No presenta
2594,27,edible,bell,smooth,yellow,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,Bruises
2595,3914,poisonous,flat,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,grasses,No presenta
2596,1256,edible,flat,smooth,brown,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
2597,3625,poisonous,convex,fibrous,white,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood,No presenta
2598,3784,poisonous,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,grasses,No presenta
2599,3958,poisonous,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,grasses,No presenta
2600,4080,poisonous,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,paths,No presenta
2601,64,edible,convex,fibrous,green,null,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,No presenta
2602,4527,poisonous,flat,scaly,yellow,null,free,close,narrow,white,enlarging,?,silky,scaly,white,yellow,partial,white,one,evanescent,white,several,wood,No presenta
2603,1125,edible,flat,smooth,brown,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
2604,4983,edible,convex,scaly,buff,null,free,close,broad,white,enlarging,?,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste,Bruises
2605,5460,poisonous,convex,scaly,red,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,No presenta
2606,5669,poisonous,convex,scaly,red,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
2607,5196,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,No presenta
2608,4636,poisonous,flat,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,paths,No presenta
2609,3832,poisonous,convex,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,wood,No presenta
2610,4078,poisonous,flat,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses,No presenta
2611,5522,poisonous,flat,scaly,brown,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
2612,5718,edible,knobbed,smooth,white,null,free,crowded,broad,gray,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
2613,2820,poisonous,convex,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,paths,No presenta
2614,4961,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,wood,No presenta
2615,900,edible,convex,fibrous,brown,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,urban,No presenta
2616,3165,edible,flat,scaly,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,wood,Bruises
2617,526,edible,flat,fibrous,brown,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
2618,5170,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
2619,634,edible,bell,smooth,yellow,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses,Bruises
2620,2038,edible,convex,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,Bruises
2621,1368,edible,convex,smooth,green,null,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
2622,1857,edible,convex,fibrous,green,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
2623,2345,edible,flat,fibrous,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,wood,Bruises
2624,4234,edible,flat,scaly,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,wood,Bruises
2625,2811,edible,convex,fibrous,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
2626,1154,edible,bell,scaly,yellow,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,Bruises
2627,1022,edible,convex,smooth,green,null,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
2628,5753,edible,knobbed,fibrous,green,null,free,crowded,broad,pink,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
2629,1062,poisonous,convex,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
2630,1308,edible,flat,fibrous,white,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
2631,5703,poisonous,convex,scaly,red,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,No presenta
2632,3951,poisonous,flat,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses,No presenta
2633,5504,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
2634,3402,edible,flat,fibrous,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,wood,Bruises
2635,1844,edible,convex,smooth,brown,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
2636,4539,poisonous,flat,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,wood,No presenta
2637,2603,edible,convex,scaly,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,wood,Bruises
2638,3635,poisonous,convex,fibrous,green,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,wood,No presenta
2639,5924,edible,convex,smooth,white,null,free,crowded,broad,white,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
2640,2621,edible,convex,scaly,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,wood,Bruises
2641,482,edible,bell,smooth,yellow,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,Bruises
2642,5996,poisonous,convex,smooth,brown,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood,No presenta
2643,868,edible,convex,scaly,white,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,Bruises
2644,2579,edible,convex,scaly,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,Bruises
2645,3412,edible,flat,scaly,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,wood,Bruises
2646,1085,edible,flat,smooth,white,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
2647,3339,poisonous,convex,smooth,white,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,No presenta
2648,4601,poisonous,convex,smooth,buff,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses,Bruises
2649,4194,poisonous,flat,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,grasses,No presenta
2650,5351,poisonous,convex,smooth,brown,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
2651,5281,poisonous,flat,smooth,brown,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
2652,2346,edible,convex,scaly,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
2653,6112,edible,bell,fibrous,green,null,free,crowded,broad,gray,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
2654,3999,poisonous,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,wood,No presenta
2655,5100,poisonous,flat,smooth,brown,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves,No presenta
2656,1234,edible,convex,fibrous,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,wood,Bruises
2657,4208,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,wood,No presenta
2658,409,edible,convex,smooth,white,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,Bruises
2659,479,edible,flat,fibrous,white,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
2660,3557,edible,convex,scaly,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,wood,Bruises
