"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label"
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2023",33.089,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 3.65 PPP","2023",6397.507,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2023",369.791,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 6.85 PPP","2023",6027.716,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Total","2022",6420.563,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Extremely poor < USD 2.15 PPP","2022",9.811,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2022",35.289,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 3.65 PPP","2022",6375.462,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2022",387.826,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 6.85 PPP","2022",5987.636,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Total","2021",6253.065,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Extremely poor < USD 2.15 PPP","2021",9.426,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2021",38.252,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 3.65 PPP","2021",6205.387,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2021",412.147,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 6.85 PPP","2021",5793.24,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Total","2020",6133.473,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Extremely poor < USD 2.15 PPP","2020",12.272,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2020",47.724,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 3.65 PPP","2020",6073.476,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2020",443.13,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 6.85 PPP","2020",5630.346,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Total","2019",6278.754,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Extremely poor < USD 2.15 PPP","2019",11.479,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2019",48.524,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 3.65 PPP","2019",6218.751,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2019",468.155,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 6.85 PPP","2019",5750.596,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: Total","2019",416.14,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: Extremely poor < USD 2.15 PPP","2019",1.491,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2019",3.972,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: >= USD 3.65 PPP","2019",410.677,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2019",36.168,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: >= USD 6.85 PPP","2019",374.509,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: Total","2019",5862.614,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: Extremely poor < USD 2.15 PPP","2019",9.988,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2019",44.552,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: >= USD 3.65 PPP","2019",5808.075,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2019",431.988,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: >= USD 6.85 PPP","2019",5376.087,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: Total","2019",3528.175,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: Extremely poor < USD 2.15 PPP","2019",6.286,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2019",31.732,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: >= USD 3.65 PPP","2019",3490.157,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2019",298.613,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: >= USD 6.85 PPP","2019",3191.544,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: Total","2019",258.666,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: Extremely poor < USD 2.15 PPP","2019",0.854,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2019",2.385,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: >= USD 3.65 PPP","2019",255.427,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2019",23.775,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: >= USD 6.85 PPP","2019",231.652,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: Total","2019",3269.509,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: Extremely poor < USD 2.15 PPP","2019",5.432,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2019",29.347,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: >= USD 3.65 PPP","2019",3234.73,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2019",274.838,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: >= USD 6.85 PPP","2019",2959.892,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15+","Economic class: Total","2019",2750.579,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15+","Economic class: Extremely poor < USD 2.15 PPP","2019",5.193,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2019",16.792,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15+","Economic class: >= USD 3.65 PPP","2019",2728.594,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2019",169.543,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15+","Economic class: >= USD 6.85 PPP","2019",2559.052,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15-24","Economic class: Total","2019",157.474,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15-24","Economic class: Extremely poor < USD 2.15 PPP","2019",0.637,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15-24","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2019",1.587,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15-24","Economic class: >= USD 3.65 PPP","2019",155.25,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15-24","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2019",12.393,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 15-24","Economic class: >= USD 6.85 PPP","2019",142.857,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 25+","Economic class: Total","2019",2593.105,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 25+","Economic class: Extremely poor < USD 2.15 PPP","2019",4.555,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 25+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2019",15.205,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 25+","Economic class: >= USD 3.65 PPP","2019",2573.345,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 25+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2019",157.15,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Female","Age (Youth, adults): 25+","Economic class: >= USD 6.85 PPP","2019",2416.195,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Total","2018",6137.75,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Extremely poor < USD 2.15 PPP","2018",16.426,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2018",46.291,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 3.65 PPP","2018",6075.033,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2018",448.659,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15+","Economic class: >= USD 6.85 PPP","2018",5626.375,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: Total","2018",403.15,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: Extremely poor < USD 2.15 PPP","2018",1.779,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2018",5.206,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: >= USD 3.65 PPP","2018",396.165,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2018",36.239,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 15-24","Economic class: >= USD 6.85 PPP","2018",359.925,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: Total","2018",5734.601,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: Extremely poor < USD 2.15 PPP","2018",14.648,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2018",41.085,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: >= USD 3.65 PPP","2018",5678.868,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2018",412.419,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Total","Age (Youth, adults): 25+","Economic class: >= USD 6.85 PPP","2018",5266.449,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: Total","2018",3462.708,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: Extremely poor < USD 2.15 PPP","2018",8.903,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2018",28.321,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: >= USD 3.65 PPP","2018",3425.483,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2018",288.106,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15+","Economic class: >= USD 6.85 PPP","2018",3137.377,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: Total","2018",252.344,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: Extremely poor < USD 2.15 PPP","2018",1.046,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2018",2.436,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: >= USD 3.65 PPP","2018",248.862,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2018",24.09,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 15-24","Economic class: >= USD 6.85 PPP","2018",224.772,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: Total","2018",3210.363,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: Extremely poor < USD 2.15 PPP","2018",7.857,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: Moderately poor >= USD 2.15 and < USD 3.65 PPP","2018",25.885,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: >= USD 3.65 PPP","2018",3176.621,
"Northern, Southern and Western Europe: Upper-middle income","ILO - Modelled Estimates","Employment by sex, age and economic class -- ILO modelled estimates, Nov. 2024 (thousands)","Sex: Male","Age (Youth, adults): 25+","Economic class: Near poor >= USD 3.65 and < USD 6.85 PPP","2018",264.016,
